loss,val_loss,lr
0.5326613187789917,0.5074806213378906,0.0009906156919896603
0.37501102685928345,0.5174123048782349,0.0009732608450576663
0.2987971305847168,0.4499686658382416,0.0009565036743879318
0.24462169408798218,0.4767915904521942,0.0009403139702044427
0.22645261883735657,0.6091785430908203,0.0009246629779227078
0.19737397134304047,0.4673718214035034,0.0009095246787182987
0.18388749659061432,0.5228124856948853,0.0008948738104663789
0.17087247967720032,0.43766653537750244,0.0008806877303868532
0.15026526153087616,0.4064650535583496,0.0008669442613609135
0.1443766951560974,0.20962883532047272,0.0008536233217455447
0.13161234557628632,0.3155803084373474,0.0008407054119743407
0.12882734835147858,0.28358522057533264,0.0008281726622954011
0.12682554125785828,0.2623763978481293,0.000816008192487061
0.11781015992164612,0.630782961845398,0.0008041957044042647
0.11026163399219513,0.41361767053604126,0.0007927205879241228
0.10861125588417053,0.37583887577056885,0.0007815681747160852
0.1011127308011055,0.3595534563064575,0.0007707253098487854
0.10529423505067825,0.40934619307518005,0.0007601790712215006
0.10063812881708145,0.5786334276199341,0.0007499176426790655
0.0988023579120636,0.4273397922515869,0.0007399295573122799
0.09575901925563812,0.3777843117713928,0.0007302040467038751
0.09313193708658218,0.4673001170158386,0.0007207308080978692
0.09672508388757706,0.5674430131912231,0.0007115002954378724
0.08313149958848953,0.5117729902267456,0.0007025031954981387
0.09340503811836243,0.23517142236232758,0.0006937308353371918
0.0833384320139885,0.4244222044944763,0.0006851748912595212
0.08373662829399109,0.37239277362823486,0.00067682727240026
0.08343550562858582,0.30490243434906006,0.0006686807610094547
0.08359084278345108,0.6204344630241394,0.0006607279647141695
0.08074554055929184,0.49545806646347046,0.0006529621314257383
0.07971174269914627,0.5125091075897217,0.0006453767418861389
0.07709721475839615,0.5473381280899048,0.0006379655678756535
0.07346480339765549,0.32534268498420715,0.000630722614005208
0.07429924607276917,0.23647069931030273,0.0006236422341316938
0.07267551869153976,0.4521363079547882,0.0006167192477732897
0.07456216961145401,0.12542514503002167,0.0006099481834098697
0.07498172670602798,0.07529139518737793,0.000603324209805578
0.07206640392541885,0.23529814183712006,0.0005968425539322197
0.07496024668216705,0.5635647177696228,0.0005904986755922437
0.07245978713035583,0.2979680597782135,0.0005842882092110813
0.07208427041769028,0.18619292974472046,0.0005782070220448077
0.07159081846475601,0.287649929523468,0.0005722512141801417
0.06712692975997925,0.44894254207611084,0.0005664166528731585
0.07095500081777573,0.06968903541564941,0.0005607000202871859
0.07130227982997894,0.4458315372467041,0.0005550976493395865
0.06745211780071259,0.21996429562568665,0.0005496060475707054
0.06748274713754654,0.07840088754892349,0.0005442220135591924
0.06604877859354019,0.05431429669260979,0.0005389424622990191
0.0662461519241333,0.10081429779529572,0.0005337644834071398
0.0673605427145958,0.07813979685306549,0.000528684991877526
0.06685426831245422,0.28630530834198,0.000523701193742454
0.06270328909158707,0.06756827980279922,0.0005188105278648436
0.06669559329748154,0.18125984072685242,0.0005140103748999536
0.0648912638425827,0.24525083601474762,0.0005092981737107038
0.0629461482167244,0.1350819319486618,0.0005046717124059796
0.06292378902435303,0.07201290130615234,0.0005001283716410398
0.0629938393831253,0.15350720286369324,0.0004956662305630744
0.06180594861507416,0.06775178015232086,0.0004912829026579857
0.06047039479017258,0.165005162358284,0.00048697658348828554
0.06321021914482117,0.18581047654151917,0.0004827449447475374
0.061190586537122726,0.12035956978797913,0.00047858632751740515
0.05971333011984825,0.14760753512382507,0.00047449872363358736
0.05837292969226837,0.16936248540878296,0.0004704802995547652
0.05925210937857628,0.04017755389213562,0.0004665294836740941
0.05845125392079353,0.165807843208313,0.00046264438424259424
0.059251170605421066,0.07647015154361725,0.0004588234005495906
0.05681244656443596,0.29610922932624817,0.00045506510650739074
0.05637470260262489,0.23991045355796814,0.0004513678723014891
0.055392827838659286,0.0533016063272953,0.00044773018453270197
0.055567529052495956,0.071043960750103,0.00044415073352865875
0.05904418230056763,0.24581295251846313,0.0004406280058901757
0.05856677517294884,0.13903775811195374,0.0004371607501525432
0.05538438260555267,0.13797852396965027,0.0004337475693318993
0.05642600730061531,0.22342754900455475,0.0004303873283788562
0.05403720587491989,0.10689146816730499,0.00042707877582870424
0.05573108419775963,0.2036716639995575,0.00042382063111290336
0.05478769913315773,0.1334633082151413,0.0004206118464935571
0.053622860461473465,0.14017948508262634,0.00041745134512893856
0.055604107677936554,0.12481069564819336,0.00041433790465816855
0.054529279470443726,0.09117698669433594,0.00041127062286250293
