loss,val_loss,lr
0.4360298812389374,0.6136459112167358,0.0009901282610371709
0.30406898260116577,0.4266778826713562,0.0009718450019136071
0.24238847196102142,0.5018939971923828,0.0009542244952172041
0.20959779620170593,0.3262609541416168,0.0009372318745590746
0.176847904920578,0.5517526865005493,0.0009208337287418544
0.16506758332252502,0.554506778717041,0.0009049996733665466
0.14292815327644348,0.5011212229728699,0.0008897008956409991
0.13909490406513214,0.593332052230835,0.0008749109110794961
0.13106808066368103,0.3149188756942749,0.0008606042829342186
0.125274196267128,0.3923007845878601,0.0008467583102174103
0.11913849413394928,0.46036210656166077,0.0008333507576026022
0.11523578315973282,0.1845773458480835,0.0008203611942008138
0.1069539487361908,0.47419363260269165,0.0008077702950686216
0.10269994288682938,0.3702034056186676,0.0007955600740388036
0.10062791407108307,0.3146105110645294,0.0007837135926820338
0.09884124994277954,0.17666564881801605,0.0007722146692685783
0.09756090492010117,0.1530844271183014,0.0007610482862219214
0.09018287807703018,0.17848291993141174,0.0007502002408728004
0.08867117017507553,0.24216847121715546,0.0007396571454592049
0.081797756254673,0.35494688153266907,0.000729406310711056
0.082815021276474,0.2504061460494995,0.0007194356876425445
0.07937426120042801,0.3510306775569916,0.0007097338675521314
0.08908654004335403,0.251122385263443,0.0007002904312685132
0.08210017532110214,0.15903224050998688,0.0006910950178280473
0.07778873294591904,0.32452452182769775,0.0006821377319283783
0.07621444016695023,0.29270139336586,0.0006734099006280303
0.0763615220785141,0.17866621911525726,0.0006649024435319006
0.07261087745428085,0.33138689398765564,0.0006566073861904442
0.07494741678237915,0.3579946756362915,0.000648516695946455
0.07189483195543289,0.37271201610565186,0.0006406228640116751
0.07165732979774475,0.41968923807144165,0.0006329190218821168
0.07093548029661179,0.2278881072998047,0.0006253982428461313
0.07173759490251541,0.187595397233963,0.0006180540658533573
0.07025808095932007,0.25684505701065063,0.0006108804373070598
0.06922242790460587,0.1836715042591095,0.0006038713618181646
0.06698846817016602,0.13657870888710022,0.0005970213678665459
0.06720860302448273,0.325553834438324,0.0005903249839320779
0.0642080008983612,0.2256641685962677,0.0005837770295329392
0.06634057313203812,0.22685255110263824,0.0005773730226792395
0.0632755234837532,0.15114843845367432,0.0005711078410968184
0.061423346400260925,0.14436820149421692,0.0005649771192111075
0.06704368442296982,0.2461327314376831,0.0005589768406935036
0.0624149926006794,0.11189855635166168,0.0005531024071387947
0.06002631410956383,0.14612460136413574,0.000547350209672004
0.0607256256043911,0.07951657474040985,0.000541716581210494
0.06140803545713425,0.14446061849594116,0.0005361977382563055
0.06144619733095169,0.08821649849414825,0.0005307900719344616
0.05987044423818588,0.13898427784442902,0.0005254904390312731
0.0587746724486351,0.16616180539131165,0.0005202956381253898
0.057840365916490555,0.1086263507604599,0.0005152024095878005
0.05519234016537666,0.12066110223531723,0.0005102080758661032
0.05804574489593506,0.19159618020057678,0.0005053096101619303
0.05669480189681053,0.11546821892261505,0.000500504276715219
0.05473699793219566,0.28261393308639526,0.0004957894561812282
0.05860438942909241,0.11020950973033905,0.0004911625874228776
0.054155778139829636,0.12004794180393219,0.00048662148765288293
0.05623936653137207,0.10439810901880264,0.00048216345021501184
0.05499297007918358,0.21889784932136536,0.00047778632142581046
0.05413276329636574,0.09347480535507202,0.0004734880640171468
0.054779957979917526,0.15040822327136993,0.00046926637878641486
0.0533776581287384,0.13768668472766876,0.00046511931577697396
0.05217276141047478,0.11990746855735779,0.00046104492503218353
0.0493617057800293,0.1383855640888214,0.00045704125659540296
0.053177110850811005,0.17034438252449036,0.00045310662244446576
0.05176869034767151,0.12164053320884705,0.00044923898531123996
0.052497416734695435,0.21991193294525146,0.0004454369773156941
0.052075695246458054,0.19022652506828308,0.0004416987067088485
0.052316758781671524,0.1094941720366478,0.00043802266009151936
0.04913974553346634,0.15840864181518555,0.00043440726585686207
0.04974149540066719,0.1624811589717865,0.0004308511852286756
0.05061901733279228,0.1531451940536499,0.00042735275928862393
0.05057046189904213,0.1719997376203537,0.0004239107365719974
0.05026674270629883,0.14651860296726227,0.0004205236036796123
0.05202177166938782,0.09125120937824249,0.000417190371081233
0.048912208527326584,0.14621135592460632,0.00041390940896235406
0.0493285208940506,0.238845095038414,0.00041067972779273987
0.049877360463142395,0.15051910281181335,0.00040750004700385034
0.04730280116200447,0.15411525964736938,0.00040436917333863676
0.0471431165933609,0.12676578760147095,0.0004012860299553722
0.04615933448076248,0.09712710231542587,0.00039824959821999073
